type,nameOrig,nameDest,amount,oldbalanceOrg,newbalanceOrg,oldbalanceDest,newbalanceDest,isFraud,creditCard,timestamp
TRANSFER,Eve,Jane,6951.15,10893.74,3942.59,23246.22,30197.370000000003,1,1234-5678-9012-0532,2025-04-28 10:38:58.650655
CASH_OUT,Charlie,Jane,311.45,47098.37,46786.920000000006,40484.08,40795.53,1,1234-5678-9012-0504,2025-04-23 10:38:58.650661
CASH_OUT,Eve,David,6455.66,20468.41,14012.75,24362.42,30818.079999999998,1,1234-5678-9012-0397,2024-08-06 10:38:58.650668
PAYMENT,Jane,David,9040.09,8675.79,-364.2999999999993,20461.25,29501.34,1,1234-5678-9012-0387,2024-10-28 10:38:58.650675
CASH_OUT,Alice,Bob,1360.51,23809.54,22449.030000000002,49339.59,50700.1,1,1234-5678-9012-0717,2025-01-08 10:38:58.650683
PAYMENT,Eve,Charlie,2481.57,20506.95,18025.38,45122.0,47603.57,1,1234-5678-9012-0324,2025-01-29 10:38:58.650690
CASH_OUT,Jane,Alice,1387.01,48638.27,47251.259999999995,25209.87,26596.879999999997,1,1234-5678-9012-0094,2024-06-16 10:38:58.650696
CASH_IN,Bob,David,5929.78,22212.78,16283.0,47504.93,53434.71,1,1234-5678-9012-0123,2024-08-13 10:38:58.650703
PAYMENT,David,Charlie,7078.73,45052.46,37973.729999999996,11390.36,18469.09,1,1234-5678-9012-0733,2025-03-25 10:38:58.650710
CASH_IN,Charlie,John,8572.98,5948.21,-2624.7699999999995,47703.76,56276.740000000005,1,1234-5678-9012-0939,2024-11-17 10:38:58.650716
TRANSFER,Alice,David,2779.34,8483.67,5704.33,2696.42,5475.76,1,1234-5678-9012-0506,2024-11-13 10:38:58.650723
TRANSFER,Alice,Jane,3257.98,12178.37,8920.390000000001,20682.64,23940.62,1,1234-5678-9012-0233,2025-01-17 10:38:58.650730
PAYMENT,Jane,Charlie,1182.42,5092.09,3909.67,17905.48,19087.9,1,1234-5678-9012-0718,2024-12-23 10:38:58.650736
TRANSFER,John,Eve,5105.09,23657.11,18552.02,27943.22,33048.31,1,1234-5678-9012-0004,2024-06-16 10:38:58.650743
PAYMENT,Bob,David,9968.9,14691.83,4722.93,37370.61,47339.51,1,1234-5678-9012-0337,2024-11-07 10:38:58.650750
CASH_OUT,Jane,Charlie,315.7,42671.93,42356.23,39162.59,39478.28999999999,1,1234-5678-9012-0339,2024-10-09 10:38:58.650756
TRANSFER,Alice,Bob,8529.35,29371.58,20842.230000000003,5299.75,13829.1,1,1234-5678-9012-0871,2024-08-17 10:38:58.650763
CASH_OUT,Bob,Charlie,4607.24,40181.33,35574.090000000004,33135.24,37742.479999999996,0,1234-5678-9012-0226,2024-11-01 10:38:58.650769
PAYMENT,Bob,Alice,2483.35,46479.65,43996.3,13124.33,15607.68,1,1234-5678-9012-0166,2024-12-16 10:38:58.650776
DEBIT,Eve,David,7759.6,21424.24,13664.640000000001,10980.68,18740.28,1,1234-5678-9012-0303,2024-06-22 10:38:58.650782
CASH_IN,Bob,Eve,9740.94,45587.5,35846.56,40167.42,49908.36,1,1234-5678-9012-0222,2024-11-28 10:38:58.650789
PAYMENT,John,Bob,1985.85,37732.92,35747.07,38633.65,40619.5,1,1234-5678-9012-0283,2024-07-04 10:38:58.650795
CASH_OUT,John,Charlie,5044.27,32959.97,27915.7,18096.58,23140.850000000002,1,1234-5678-9012-0674,2024-12-10 10:38:58.650802
DEBIT,Jane,Charlie,3468.76,40314.23,36845.47,32299.37,35768.13,1,1234-5678-9012-0843,2025-04-02 10:38:58.650808
CASH_IN,David,Alice,3084.65,34388.61,31303.96,23979.19,27063.84,1,1234-5678-9012-0046,2025-02-24 10:38:58.650815
TRANSFER,Jane,David,736.47,30756.46,30019.989999999998,5463.1,6199.570000000001,1,1234-5678-9012-0494,2024-05-17 10:38:58.650822
CASH_IN,Eve,Alice,8769.73,23826.65,15056.920000000002,3423.77,12193.5,1,1234-5678-9012-0061,2024-10-18 10:38:58.650831
CASH_OUT,Jane,Eve,817.17,1409.89,592.7200000000001,30678.4,31495.57,1,1234-5678-9012-0689,2025-02-13 10:38:58.650837
CASH_IN,Jane,Eve,4005.53,34536.87,30531.340000000004,39441.35,43446.88,1,1234-5678-9012-0793,2024-07-12 10:38:58.650844
CASH_IN,Jane,Eve,6823.54,29554.49,22730.95,40600.82,47424.36,1,1234-5678-9012-0676,2025-02-15 10:38:58.650850
PAYMENT,Jane,Bob,3891.97,39997.39,36105.42,13756.61,17648.58,1,1234-5678-9012-0668,2024-11-20 10:38:58.650859
CASH_OUT,David,Eve,3943.28,13208.7,9265.42,40246.35,44189.63,0,1234-5678-9012-0636,2025-04-29 10:38:58.650865
CASH_IN,Eve,John,2009.67,27114.17,25104.5,33103.09,35112.759999999995,1,1234-5678-9012-0254,2024-06-16 10:38:58.650872
TRANSFER,Alice,Jane,9653.16,49614.12,39960.96000000001,7901.71,17554.87,1,1234-5678-9012-0051,2024-05-21 10:38:58.650879
TRANSFER,Bob,Jane,3115.41,39582.97,36467.56,8429.52,11544.93,1,1234-5678-9012-0098,2025-03-23 10:38:58.650885
CASH_IN,Eve,Alice,7110.88,16160.12,9049.240000000002,13685.5,20796.38,1,1234-5678-9012-0210,2024-10-03 10:38:58.650892
TRANSFER,Jane,Eve,781.91,31776.31,30994.4,32189.6,32971.51,1,1234-5678-9012-0802,2024-08-06 10:38:58.650898
PAYMENT,Alice,Jane,7269.56,49863.39,42593.83,39790.11,47059.67,1,1234-5678-9012-0071,2024-12-14 10:38:58.650907
PAYMENT,Eve,Jane,1085.34,14183.8,13098.46,6018.85,7104.1900000000005,1,1234-5678-9012-0469,2024-06-30 10:38:58.650914
CASH_IN,Jane,Eve,9423.19,6899.01,-2524.1800000000003,33051.35,42474.54,1,1234-5678-9012-0679,2024-05-08 10:38:58.650921
DEBIT,Bob,David,6671.73,11453.93,4782.200000000001,9651.5,16323.23,1,1234-5678-9012-0205,2025-01-29 10:38:58.650928
DEBIT,John,Charlie,8304.09,39671.89,31367.8,19290.19,27594.28,1,1234-5678-9012-0531,2024-09-12 10:38:58.650934
CASH_OUT,Bob,Charlie,8793.3,11350.89,2557.59,3103.52,11896.82,1,1234-5678-9012-0690,2025-03-22 10:38:58.650941
TRANSFER,Jane,Charlie,4060.55,25356.92,21296.37,2247.53,6308.08,1,1234-5678-9012-0717,2024-11-24 10:38:58.650948
TRANSFER,Charlie,Bob,5189.99,36244.5,31054.510000000002,23190.23,28380.22,1,1234-5678-9012-0712,2024-08-08 10:38:58.650954
PAYMENT,Bob,Charlie,3209.18,46305.59,43096.409999999996,36715.32,39924.5,1,1234-5678-9012-0236,2025-03-21 10:38:58.650961
TRANSFER,John,Alice,509.55,20472.43,19962.88,35066.5,35576.05,1,1234-5678-9012-0031,2024-07-09 10:38:58.650967
DEBIT,Jane,Charlie,926.68,1901.11,974.43,23057.97,23984.65,1,1234-5678-9012-0497,2024-09-17 10:38:58.650974
PAYMENT,David,Bob,4834.19,26300.93,21466.74,39986.67,44820.86,1,1234-5678-9012-0236,2025-02-01 10:38:58.651024
CASH_IN,Jane,Bob,4371.9,15323.87,10951.970000000001,19799.5,24171.4,1,1234-5678-9012-0791,2024-07-19 10:38:58.651031
PAYMENT,Alice,Bob,9417.67,28689.2,19271.53,47082.98,56500.65,1,1234-5678-9012-0541,2024-12-11 10:38:58.651038
DEBIT,John,Alice,3761.19,43801.15,40039.96,17114.76,20875.949999999997,1,1234-5678-9012-0546,2025-04-24 10:38:58.651044
CASH_IN,Alice,John,3277.34,20209.33,16931.99,38392.23,41669.57000000001,1,1234-5678-9012-0770,2024-08-01 10:38:58.651054
DEBIT,Bob,Charlie,7937.57,39476.2,31538.629999999997,11809.08,19746.65,1,1234-5678-9012-0458,2024-12-13 10:38:58.651061
DEBIT,Jane,Charlie,2127.71,6360.51,4232.8,36957.76,39085.47,1,1234-5678-9012-0374,2024-11-05 10:38:58.651068
DEBIT,John,Alice,8561.52,7667.29,-894.2300000000005,13435.67,21997.190000000002,1,1234-5678-9012-0546,2025-01-29 10:38:58.651075
DEBIT,Charlie,David,5230.13,32625.23,27395.1,24735.73,29965.86,1,1234-5678-9012-0188,2024-05-09 10:38:58.651086
CASH_IN,Eve,John,3275.05,18121.86,14846.810000000001,17727.83,21002.88,0,1234-5678-9012-0047,2024-09-09 10:38:58.651093
PAYMENT,Charlie,Jane,2744.49,1542.75,-1201.7399999999998,9648.0,12392.49,1,1234-5678-9012-0737,2025-03-26 10:38:58.651099
CASH_OUT,Alice,Eve,6034.26,29262.87,23228.61,769.71,6803.97,1,1234-5678-9012-0677,2024-12-04 10:38:58.651106
DEBIT,David,Jane,3070.19,23490.9,20420.710000000003,22334.64,25404.829999999998,1,1234-5678-9012-0083,2024-08-28 10:38:58.651112
TRANSFER,Charlie,John,7617.71,36177.97,28560.260000000002,32467.81,40085.520000000004,1,1234-5678-9012-0350,2024-09-13 10:38:58.651119
PAYMENT,David,Charlie,4251.12,26338.18,22087.06,23075.8,27326.92,1,1234-5678-9012-0076,2025-03-12 10:38:58.651125
PAYMENT,John,Eve,8876.75,46622.5,37745.75,622.48,9499.23,1,1234-5678-9012-0450,2025-03-14 10:38:58.651132
CASH_OUT,Bob,Eve,4329.25,17941.93,13612.68,46199.43,50528.68,1,1234-5678-9012-0942,2024-11-11 10:38:58.651139
TRANSFER,Charlie,Jane,7594.48,7358.97,-235.5099999999993,47089.64,54684.119999999995,1,1234-5678-9012-0707,2024-08-12 10:38:58.651145
TRANSFER,Charlie,David,5003.65,8714.71,3711.0599999999995,49364.11,54367.76,1,1234-5678-9012-0411,2024-09-13 10:38:58.651152
DEBIT,Eve,Charlie,9811.5,16063.76,6252.26,24509.25,34320.75,1,1234-5678-9012-0201,2025-02-27 10:38:58.651158
TRANSFER,Alice,Bob,7888.16,29105.68,21217.52,48609.13,56497.28999999999,1,1234-5678-9012-0802,2025-03-20 10:38:58.651164
DEBIT,David,Eve,4634.84,14998.88,10364.039999999999,44151.36,48786.2,1,1234-5678-9012-0280,2024-10-30 10:38:58.651171
DEBIT,Charlie,Jane,8372.35,33150.26,24777.910000000003,6994.3,15366.650000000001,1,1234-5678-9012-0105,2025-03-20 10:38:58.651177
DEBIT,Eve,John,3405.67,8378.41,4972.74,36683.18,40088.85,1,1234-5678-9012-0537,2025-01-19 10:38:58.651184
PAYMENT,Eve,Charlie,1103.6,4158.26,3054.6600000000003,42960.51,44064.11,1,1234-5678-9012-0430,2025-02-11 10:38:58.651191
CASH_OUT,Charlie,Eve,8545.92,43371.24,34825.32,17690.49,26236.410000000003,1,1234-5678-9012-0897,2024-12-18 10:38:58.651198
CASH_IN,Charlie,Alice,7523.41,7081.64,-441.7699999999995,40055.44,47578.850000000006,1,1234-5678-9012-0751,2025-02-23 10:38:58.651205
DEBIT,Alice,David,9261.25,7036.02,-2225.2299999999996,11764.61,21025.86,1,1234-5678-9012-0637,2025-04-19 10:38:58.651211
TRANSFER,Charlie,David,7954.46,24758.2,16803.74,44289.63,52244.09,1,1234-5678-9012-0325,2024-06-01 10:38:58.651218
CASH_OUT,Charlie,John,7478.09,39360.7,31882.609999999997,21261.34,28739.43,1,1234-5678-9012-0914,2025-03-12 10:38:58.651224
CASH_OUT,Jane,John,667.16,15031.85,14364.69,25578.2,26245.36,1,1234-5678-9012-0003,2025-02-23 10:38:58.651231
CASH_IN,David,Bob,880.01,7638.9,6758.889999999999,34007.59,34887.6,1,1234-5678-9012-0910,2024-11-25 10:38:58.651239
CASH_IN,Bob,Eve,9104.52,39059.18,29954.66,44104.47,53208.990000000005,1,1234-5678-9012-0547,2024-09-22 10:38:58.651246
TRANSFER,Bob,Eve,2241.74,20935.28,18693.54,24956.38,27198.120000000003,0,1234-5678-9012-0109,2024-07-14 10:38:58.651254
CASH_OUT,Jane,Charlie,227.33,12432.84,12205.51,47385.27,47612.6,1,1234-5678-9012-0224,2025-01-19 10:38:58.651261
CASH_IN,John,Charlie,4122.72,47574.93,43452.21,45831.62,49954.340000000004,1,1234-5678-9012-0042,2024-08-30 10:38:58.651268
CASH_IN,Jane,John,4248.15,27951.12,23702.97,14271.53,18519.68,1,1234-5678-9012-0260,2024-08-29 10:38:58.651275
CASH_IN,John,Charlie,2823.65,28922.48,26098.829999999998,748.78,3572.4300000000003,1,1234-5678-9012-0603,2024-08-10 10:38:58.651282
CASH_OUT,Charlie,John,6768.89,11035.41,4266.5199999999995,1439.36,8208.25,1,1234-5678-9012-0034,2025-04-24 10:38:58.651288
DEBIT,Jane,Charlie,9388.4,42397.69,33009.29,16491.04,25879.440000000002,1,1234-5678-9012-0253,2024-08-05 10:38:58.651295
DEBIT,David,Jane,982.45,16920.34,15937.89,38031.83,39014.28,1,1234-5678-9012-0650,2025-02-09 10:38:58.651303
DEBIT,Jane,Charlie,6435.24,29361.7,22926.46,31051.59,37486.83,1,1234-5678-9012-0591,2024-12-21 10:38:58.651309
PAYMENT,Alice,Eve,9271.69,30738.52,21466.83,26871.57,36143.26,1,1234-5678-9012-0283,2024-05-21 10:38:58.651316
PAYMENT,John,Alice,8533.38,36520.31,27986.93,37771.83,46305.21,1,1234-5678-9012-0506,2025-04-04 10:38:58.651322
CASH_OUT,Alice,Jane,7910.58,29349.08,21438.5,40419.25,48329.83,1,1234-5678-9012-0769,2024-09-02 10:38:58.651329
DEBIT,John,Jane,3739.63,47578.56,43838.93,1200.01,4939.64,1,1234-5678-9012-0099,2024-06-25 10:38:58.651335
CASH_OUT,Charlie,Bob,8983.69,38800.33,29816.64,42317.51,51301.200000000004,1,1234-5678-9012-0679,2024-12-21 10:38:58.651342
PAYMENT,John,Jane,6456.79,4500.08,-1956.71,35718.23,42175.020000000004,1,1234-5678-9012-0217,2025-02-03 10:38:58.651359
TRANSFER,Eve,Bob,6101.0,8598.48,2497.4799999999996,2418.84,8519.84,1,1234-5678-9012-0956,2024-12-13 10:38:58.651366
TRANSFER,Jane,Charlie,6698.27,45904.32,39206.05,14778.66,21476.93,1,1234-5678-9012-0405,2025-01-22 10:38:58.651373
CASH_OUT,Jane,Eve,7810.09,4773.59,-3036.5,14483.94,22294.03,1,1234-5678-9012-0660,2024-11-05 10:38:58.651379
PAYMENT,David,Alice,6744.79,27826.85,21082.059999999998,24842.82,31587.61,1,1234-5678-9012-0103,2025-01-05 10:38:58.651386
DEBIT,Bob,Jane,7382.92,43436.58,36053.66,48216.01,55598.93,1,1234-5678-9012-0525,2024-08-19 10:38:58.651392
TRANSFER,David,Bob,8851.02,9250.1,399.0799999999999,24265.91,33116.93,1,1234-5678-9012-0997,2024-08-20 10:38:58.651399
TRANSFER,Charlie,Eve,9526.68,40752.49,31225.809999999998,20542.34,30069.02,1,1234-5678-9012-0176,2024-12-13 10:38:58.651406
CASH_OUT,Bob,David,1532.25,19685.04,18152.79,10460.41,11992.66,1,1234-5678-9012-0836,2024-11-25 10:38:58.651412
DEBIT,Eve,John,4685.74,24197.72,19511.980000000003,11965.76,16651.5,1,1234-5678-9012-0590,2025-01-07 10:38:58.651419
DEBIT,Eve,Bob,7620.3,48467.72,40847.42,47004.76,54625.060000000005,1,1234-5678-9012-0973,2025-04-15 10:38:58.651426
CASH_IN,John,Charlie,1303.05,39346.39,38043.34,31429.42,32732.469999999998,1,1234-5678-9012-0437,2024-09-10 10:38:58.651434
PAYMENT,Alice,Eve,5947.87,18406.67,12458.8,23537.63,29485.5,1,1234-5678-9012-0732,2024-12-02 10:38:58.651441
CASH_IN,Alice,Bob,5307.33,2752.01,-2555.3199999999997,21514.82,26822.15,1,1234-5678-9012-0829,2024-06-13 10:38:58.651448
CASH_IN,David,Charlie,3923.38,4970.66,1047.2799999999997,7993.47,11916.85,1,1234-5678-9012-0829,2024-06-15 10:38:58.651455
TRANSFER,Bob,Alice,6423.15,33523.15,27100.0,1545.12,7968.2699999999995,1,1234-5678-9012-0293,2024-10-25 10:38:58.651462
CASH_IN,Jane,Eve,4451.48,28114.63,23663.15,5236.91,9688.39,1,1234-5678-9012-0542,2025-02-21 10:38:58.651470
CASH_IN,David,Alice,5562.66,23933.31,18370.65,39092.06,44654.72,1,1234-5678-9012-0810,2025-01-11 10:38:58.651477
PAYMENT,David,Jane,518.45,34476.76,33958.310000000005,10447.76,10966.210000000001,1,1234-5678-9012-0676,2024-12-04 10:38:58.651484
CASH_IN,John,Jane,3513.37,1433.98,-2079.39,45503.51,49016.880000000005,1,1234-5678-9012-0593,2025-02-24 10:38:58.651490
PAYMENT,Charlie,Alice,1516.81,36805.03,35288.22,49380.56,50897.369999999995,1,1234-5678-9012-0160,2025-02-12 10:38:58.651497
PAYMENT,Eve,David,5491.42,9096.32,3604.8999999999996,17033.95,22525.370000000003,1,1234-5678-9012-0402,2025-04-09 10:38:58.651505
CASH_IN,Eve,Charlie,6961.1,24808.92,17847.82,45238.96,52200.06,1,1234-5678-9012-0351,2025-04-27 10:38:58.651512
PAYMENT,Bob,Jane,8289.52,46537.62,38248.100000000006,7585.64,15875.16,1,1234-5678-9012-0776,2024-08-11 10:38:58.651519
CASH_OUT,David,Jane,1747.81,8018.21,6270.4,45925.98,47673.79,1,1234-5678-9012-0265,2024-05-11 10:38:58.651526
DEBIT,Alice,Charlie,3617.98,39531.48,35913.5,15206.16,18824.14,1,1234-5678-9012-0033,2025-01-09 10:38:58.651532
CASH_OUT,Eve,John,1867.13,24367.74,22500.61,30101.45,31968.58,1,1234-5678-9012-0748,2024-11-23 10:38:58.651539
TRANSFER,Alice,John,5942.94,12437.47,6494.53,4137.86,10080.8,1,1234-5678-9012-0328,2024-11-11 10:38:58.651548
PAYMENT,Bob,John,4031.64,24274.11,20242.47,16626.58,20658.22,1,1234-5678-9012-0195,2025-03-29 10:38:58.651554
CASH_IN,David,Eve,1961.88,45838.3,43876.420000000006,14810.03,16771.91,0,1234-5678-9012-0362,2025-02-22 10:38:58.651561
TRANSFER,John,Alice,242.07,12854.73,12612.66,26540.55,26782.62,1,1234-5678-9012-0122,2025-03-28 10:38:58.651567
PAYMENT,Alice,John,5888.04,32418.66,26530.62,36142.41,42030.450000000004,1,1234-5678-9012-0881,2024-10-01 10:38:58.651574
PAYMENT,Jane,Eve,1680.0,1249.75,-430.25,26961.32,28641.32,1,1234-5678-9012-0661,2024-08-13 10:38:58.651581
PAYMENT,Charlie,Eve,5862.84,7224.33,1361.4899999999998,11146.17,17009.010000000002,1,1234-5678-9012-0863,2024-11-25 10:38:58.651587
PAYMENT,Bob,John,9049.08,34146.65,25097.57,28932.27,37981.35,1,1234-5678-9012-0058,2024-06-02 10:38:58.651594
DEBIT,Bob,Eve,9067.48,2029.73,-7037.75,45201.64,54269.119999999995,1,1234-5678-9012-0529,2025-04-30 10:38:58.651600
CASH_IN,David,Alice,8714.78,29903.85,21189.07,8048.75,16763.53,1,1234-5678-9012-0334,2024-07-04 10:38:58.651607
PAYMENT,Charlie,Alice,3373.91,12854.01,9480.1,2879.43,6253.34,1,1234-5678-9012-0139,2025-01-04 10:38:58.651615
DEBIT,John,Bob,820.64,10478.5,9657.86,37637.09,38457.729999999996,1,1234-5678-9012-0673,2025-04-01 10:38:58.651623
CASH_OUT,John,Charlie,5541.21,29949.85,24408.64,4537.66,10078.869999999999,1,1234-5678-9012-0834,2024-10-27 10:38:58.651629
PAYMENT,David,Eve,7798.21,17419.9,9621.690000000002,42680.07,50478.28,1,1234-5678-9012-0460,2024-07-13 10:38:58.651636
CASH_IN,Eve,Alice,8809.85,27272.48,18462.629999999997,48848.13,57657.979999999996,1,1234-5678-9012-0873,2024-07-09 10:38:58.651643
DEBIT,Jane,Eve,6154.95,38911.06,32756.109999999997,7905.96,14060.91,1,1234-5678-9012-0290,2025-01-18 10:38:58.651649
CASH_IN,Alice,Eve,3497.87,26566.03,23068.16,47719.42,51217.29,1,1234-5678-9012-0025,2024-11-07 10:38:58.651657
CASH_IN,David,Alice,4057.96,45288.79,41230.83,15446.99,19504.95,1,1234-5678-9012-0870,2024-12-09 10:38:58.651664
TRANSFER,Jane,Alice,423.8,30923.82,30500.02,21474.65,21898.45,1,1234-5678-9012-0968,2024-07-19 10:38:58.651671
DEBIT,Bob,John,5445.93,28429.85,22983.92,20199.67,25645.6,1,1234-5678-9012-0975,2024-10-14 10:38:58.651678
TRANSFER,Alice,David,9557.22,29998.3,20441.08,35250.13,44807.35,1,1234-5678-9012-0207,2024-09-21 10:38:58.651684
CASH_OUT,Jane,Eve,418.14,13969.17,13551.03,26600.33,27018.47,1,1234-5678-9012-0728,2025-02-21 10:38:58.651691
DEBIT,Alice,John,6278.49,31693.71,25415.22,27470.18,33748.67,1,1234-5678-9012-0311,2024-12-29 10:38:58.651697
TRANSFER,Jane,Charlie,4990.25,11819.82,6829.57,4968.53,9958.779999999999,1,1234-5678-9012-0724,2024-08-13 10:38:58.651705
CASH_OUT,Bob,David,3099.79,43246.04,40146.25,22551.11,25650.9,0,1234-5678-9012-0466,2024-10-14 10:38:58.651711
TRANSFER,Eve,Bob,7285.14,19180.19,11895.05,11233.21,18518.35,1,1234-5678-9012-0700,2024-05-19 10:38:58.651718
PAYMENT,John,Jane,3362.67,39081.57,35718.9,741.76,4104.43,1,1234-5678-9012-0609,2024-11-08 10:38:58.651724
CASH_OUT,Alice,Jane,4356.8,16731.11,12374.310000000001,26144.21,30501.01,1,1234-5678-9012-0934,2024-05-29 10:38:58.651731
TRANSFER,Eve,Bob,5521.78,28816.22,23294.440000000002,25716.71,31238.489999999998,1,1234-5678-9012-0908,2025-03-11 10:38:58.651738
CASH_IN,John,David,8347.72,12058.21,3710.49,19410.22,27757.940000000002,0,1234-5678-9012-0266,2024-07-26 10:38:58.651744
PAYMENT,Bob,David,8754.01,2335.95,-6418.06,24128.24,32882.25,1,1234-5678-9012-0979,2025-04-17 10:38:58.651751
DEBIT,David,Alice,5711.97,37163.67,31451.699999999997,8393.73,14105.7,1,1234-5678-9012-0190,2024-10-20 10:38:58.651757
CASH_OUT,Alice,Eve,9131.29,34909.78,25778.489999999998,3965.64,13096.93,1,1234-5678-9012-0498,2024-12-27 10:38:58.651764
CASH_OUT,John,Eve,6298.21,327.78,-5970.43,6461.08,12759.29,1,1234-5678-9012-0840,2024-09-12 10:38:58.651770
DEBIT,Jane,Bob,3662.48,27278.62,23616.14,36989.21,40651.69,1,1234-5678-9012-0997,2024-09-02 10:38:58.651777
TRANSFER,Eve,Alice,6506.96,32154.42,25647.46,39458.14,45965.1,1,1234-5678-9012-0828,2024-05-05 10:38:58.651783
TRANSFER,John,Charlie,9671.18,3536.24,-6134.9400000000005,42900.22,52571.4,1,1234-5678-9012-0765,2025-03-11 10:38:58.651792
TRANSFER,Jane,Alice,4753.73,31354.7,26600.97,12376.92,17130.65,1,1234-5678-9012-0111,2024-09-29 10:38:58.651799
CASH_OUT,John,Jane,4524.52,18158.62,13634.099999999999,35824.99,40349.509999999995,1,1234-5678-9012-0583,2025-01-14 10:38:58.651805
CASH_IN,Jane,Alice,2361.29,1423.39,-937.8999999999999,36681.16,39042.450000000004,1,1234-5678-9012-0151,2024-08-13 10:38:58.651812
CASH_OUT,Charlie,Eve,6806.58,41593.19,34786.61,42075.23,48881.810000000005,1,1234-5678-9012-0307,2024-07-14 10:38:58.651819
CASH_IN,Alice,John,1968.85,665.49,-1303.36,14271.4,16240.25,1,1234-5678-9012-0165,2024-08-28 10:38:58.651826
DEBIT,Alice,Charlie,6823.87,24073.23,17249.36,32423.85,39247.72,1,1234-5678-9012-0558,2024-11-25 10:38:58.651832
DEBIT,John,David,7815.55,21379.04,13563.490000000002,8759.87,16575.420000000002,1,1234-5678-9012-0622,2025-01-15 10:38:58.651841
DEBIT,David,Alice,4464.82,31085.07,26620.25,682.19,5147.01,1,1234-5678-9012-0273,2025-04-29 10:38:58.651848
TRANSFER,Alice,Eve,8571.91,13828.92,5257.01,24281.13,32853.04,1,1234-5678-9012-0111,2024-10-21 10:38:58.651854
CASH_OUT,Charlie,Bob,3907.16,33921.31,30014.149999999998,9851.12,13758.28,1,1234-5678-9012-0158,2024-05-10 10:38:58.651861
PAYMENT,John,Jane,3048.75,49913.85,46865.1,23617.73,26666.48,1,1234-5678-9012-0018,2025-01-05 10:38:58.651867
CASH_IN,David,Jane,5248.91,3984.61,-1264.2999999999997,49814.76,55063.67,1,1234-5678-9012-0389,2025-02-04 10:38:58.651874
DEBIT,Eve,Charlie,7200.11,1010.56,-6189.549999999999,40601.38,47801.49,1,1234-5678-9012-0480,2024-11-02 10:38:58.651880
CASH_OUT,Bob,Alice,3325.44,23253.35,19927.91,32265.1,35590.54,1,1234-5678-9012-0096,2025-02-26 10:38:58.651887
PAYMENT,Charlie,Jane,1623.98,17224.04,15600.060000000001,39026.95,40650.93,1,1234-5678-9012-0566,2025-04-04 10:38:58.651894
CASH_IN,Eve,Jane,3490.05,46581.52,43091.469999999994,41649.29,45139.340000000004,1,1234-5678-9012-0761,2024-07-22 10:38:58.651900
PAYMENT,John,David,3758.05,17636.08,13878.030000000002,15853.08,19611.13,0,1234-5678-9012-0820,2025-04-10 10:38:58.651907
DEBIT,Alice,Eve,4622.8,38362.63,33739.829999999994,4577.66,9200.46,1,1234-5678-9012-0809,2024-06-04 10:38:58.651913
CASH_IN,John,Alice,9638.89,27629.02,17990.13,21603.35,31242.239999999998,1,1234-5678-9012-0607,2024-08-01 10:38:58.651920
TRANSFER,Jane,Alice,9087.51,18721.2,9633.69,26392.18,35479.69,1,1234-5678-9012-0730,2024-12-01 10:38:58.651927
TRANSFER,Alice,Jane,8591.71,17910.55,9318.84,27312.28,35903.99,1,1234-5678-9012-0221,2024-07-04 10:38:58.651933
DEBIT,Alice,John,3377.4,49515.66,46138.26,28745.8,32123.2,1,1234-5678-9012-0334,2024-09-10 10:38:58.651941
TRANSFER,John,Eve,8507.73,28653.97,20146.24,16389.93,24897.66,1,1234-5678-9012-0018,2024-11-29 10:38:58.651948
CASH_OUT,David,Bob,9923.55,30943.65,21020.100000000002,18582.61,28506.16,1,1234-5678-9012-0051,2025-01-12 10:38:58.651955
PAYMENT,John,Bob,2776.34,10823.12,8046.780000000001,5992.66,8769.0,1,1234-5678-9012-0594,2024-11-19 10:38:58.651963
TRANSFER,Alice,David,4554.73,16075.12,11520.390000000001,9442.27,13997.0,0,1234-5678-9012-0002,2025-04-28 10:38:58.651969
CASH_OUT,Charlie,Jane,7752.24,28677.53,20925.29,17410.52,25162.760000000002,1,1234-5678-9012-0692,2024-12-05 10:38:58.651976
TRANSFER,Alice,Eve,3784.7,2451.9,-1332.7999999999997,15362.42,19147.12,1,1234-5678-9012-0406,2024-07-06 10:38:58.651983
CASH_IN,John,David,3737.29,34179.05,30441.760000000002,32755.52,36492.81,1,1234-5678-9012-0557,2025-04-02 10:38:58.651990
CASH_OUT,John,Jane,141.99,48350.34,48208.35,10735.22,10877.21,1,1234-5678-9012-0876,2025-02-27 10:38:58.651997
DEBIT,Bob,Eve,2848.74,27468.92,24620.18,43214.74,46063.479999999996,1,1234-5678-9012-0723,2025-04-06 10:38:58.652004
CASH_IN,Eve,David,10.96,27494.22,27483.260000000002,46708.32,46719.28,1,1234-5678-9012-0194,2025-05-05 10:38:58.652010
CASH_OUT,Alice,Jane,8475.99,3491.41,-4984.58,9431.26,17907.25,1,1234-5678-9012-0466,2025-04-27 10:38:58.652018
DEBIT,Jane,Alice,9374.28,45860.14,36485.86,15525.24,24899.52,1,1234-5678-9012-0488,2024-09-04 10:38:58.652025
CASH_IN,Jane,John,9552.55,31535.2,21982.65,1762.99,11315.539999999999,1,1234-5678-9012-0653,2025-03-10 10:38:58.652031
DEBIT,Bob,Charlie,1475.8,2733.37,1257.57,49689.3,51165.100000000006,1,1234-5678-9012-0505,2024-10-19 10:38:58.652037
